Surah,Ayah,Rule,FoundInOriginal,FoundInClean
40,39,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
40,40,"إخفاء النون الساكنة والتنوين","","ً ف"
40,40,"إخفاء النون الساكنة والتنوين","","ٌ ف"
40,42,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
40,43,"إخفاء النون الساكنة والتنوين","","ٌ ف"
40,46,"مد العوض","","ًّا"
40,48,"إخفاء النون الساكنة والتنوين","","ٌ ف"
40,55,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
40,56,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
40,59,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
40,64,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
40,67,"مد العوض","","خًا"
40,74,"مد العوض","","ًٔا"
40,80,"إخفاء النون الساكنة والتنوين","","ً ف"
40,82,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
41,2,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
41,3,"إخفاء النون الساكنة والتنوين","","ٌ ف"
41,5,"إخفاء النون الساكنة والتنوين","","ٌ ف"
41,5,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
41,6,"إخفاء النون الساكنة والتنوين","","ٌ ف"
41,6,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
41,6,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
41,6,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
41,9,"مد العوض","","دًا"
41,10,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
41,11,"إخفاء النون الساكنة والتنوين","","ٌ ف"
41,12,"مد العوض","","ظًا"
41,13,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
41,14,"إخفاء النون الساكنة والتنوين","","ً ف"
41,15,"إخفاء النون الساكنة والتنوين","","ٌ ف"
41,34,"إخفاء النون الساكنة والتنوين","","ٌ ك"
41,34,"المد العارض للسكون","","حَمِيمٌ"
41,36,"إخفاء النون الساكنة والتنوين","","ٌ ف"
41,39,"إخفاء النون الساكنة والتنوين","","ً ف"
41,41,"المد العارض للسكون","","عَزِيزٌ"
41,42,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
41,44,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
41,44,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
41,44,"إقلاب النون الساكنة والتنوين","","ٍ ب"
41,45,"إخفاء النون الساكنة والتنوين","","ٌ س"
41,49,"إخفاء النون الساكنة والتنوين","","ٌ ق"
41,49,"المد العارض للسكون","","قَنُوطٌ"
41,50,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
41,50,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
41,52,"إقلاب النون الساكنة والتنوين","","ٍ ب"
42,7,"إخفاء النون الساكنة والتنوين","","ٌ ف"
42,7,"إخفاء النون الساكنة والتنوين","","ٌ ف"
42,8,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
42,8,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
42,9,"المد العارض للسكون","","قَدِيرٌ"
42,11,"مد العوض","","جًا"
42,12,"المد العارض للسكون","","عَلِيمٌ"
42,14,"إخفاء النون الساكنة والتنوين","","ٌ س"
42,16,"إخفاء النون الساكنة والتنوين","","ٌ ش"
42,16,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
42,17,"المد العارض للسكون","","قَرِيبٌ"
42,18,"إقلاب النون الساكنة والتنوين","","ٍ ب"
42,21,"المد العارض للسكون","","أَلِيمٌ"
42,23,"إخفاء النون الساكنة والتنوين","","ٌ ش"
42,23,"إدغام النون الساكنة والتنوين - بغنة","","ً ن"
42,24,"مد العوض","","بًا"
42,26,"إخفاء النون الساكنة والتنوين","","ٌ ش"
42,26,"المد العارض للسكون","","شَدِيدٌ"
42,27,"المد العارض للسكون","","بَصِيرٌ"
42,29,"المد العارض للسكون","","قَدِيرٌ"
42,36,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
42,40,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
42,42,"المد العارض للسكون","","أَلِيمٌ"
42,47,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
42,48,"إخفاء النون الساكنة والتنوين","","ً ف"
42,48,"المد العارض للسكون","","كَفُورٌ"
42,50,"إخفاء النون الساكنة والتنوين","","ٌ ق"
42,50,"المد العارض للسكون","","قَدِيرٌ"
42,50,"مد العوض","","ثًا"
42,51,"المد العارض للسكون","","حَكِيمٌ"
43,11,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
43,11,"مد العوض","","تًا"
43,15,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
43,26,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
43,28,"إخفاء النون الساكنة والتنوين","","ً ف"
43,29,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
43,29,"المد العارض للسكون","","مُّبِينٌ"
43,30,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
43,32,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
43,32,"مد العوض","","ًّا"
43,33,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
43,33,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
43,35,"مد العوض","","فًا"
43,36,"المد العارض للسكون","","قَرِينٌ"
43,44,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
43,45,"إدغام النون الساكنة والتنوين - بغنة","","ً ي"
43,52,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
43,52,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
43,53,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
43,60,"إخفاء النون الساكنة والتنوين","","ً ف"
43,61,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
43,61,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
43,61,"المد العارض للسكون","","مُّسْتَقِيمٌ"
43,62,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
43,62,"المد العارض للسكون","","مُّبِينٌ"
43,64,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
43,64,"المد العارض للسكون","","مُّسْتَقِيمٌ"
43,65,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
43,66,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
43,67,"إقلاب النون الساكنة والتنوين","","ٍ ب"
43,73,"إخفاء النون الساكنة والتنوين","","ٌ ك"
43,73,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
43,81,"إخفاء النون الساكنة والتنوين","","ٌ ف"
43,84,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
43,88,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
44,6,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
44,11,"المد العارض للسكون","","أَلِيمٌ"
44,13,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
44,13,"المد العارض للسكون","","مُّبِينٌ"
44,14,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
44,17,"إخفاء النون الساكنة والتنوين","","ٌ ك"
44,18,"المد العارض للسكون","","أَمِينٌ"
44,22,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
44,24,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
45,4,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
45,5,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
45,6,"إقلاب النون الساكنة والتنوين","","ٍ ب"
45,7,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
45,9,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
45,9,"المد العارض للسكون","","مُّهِينٌ"
45,11,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
45,19,"مد العوض","","ًٔا"
45,20,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
45,21,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
45,22,"إقلاب النون الساكنة والتنوين","","ٍ ب"
45,23,"إخفاء النون الساكنة والتنوين","","ً ف"
45,32,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
46,4,"إخفاء النون الساكنة والتنوين","","ٌ ف"
46,6,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
46,7,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
46,9,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
46,9,"المد العارض للسكون","","مُّبِينٌ"
46,10,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
46,11,"إخفاء النون الساكنة والتنوين","","ٌ ق"
46,11,"المد العارض للسكون","","قَدِيمٌ"
46,12,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
46,12,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
46,15,"إخفاء النون الساكنة والتنوين","","ً ق"
46,15,"مد العوض","","هًا"
46,17,"إخفاء النون الساكنة والتنوين","","ٌ ف"
46,19,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
46,24,"إخفاء النون الساكنة والتنوين","","ٌ ف"
46,24,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
46,24,"المد العارض للسكون","","أَلِيمٌ"
46,25,"إقلاب النون الساكنة والتنوين","","ٍ ب"
46,26,"إخفاء النون الساكنة والتنوين","","ً ف"
46,33,"المد العارض للسكون","","قَدِيرٌ"
46,35,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
46,35,"المد العارض للسكون","","نَّهَارٍ ۚ"
47,13,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
47,15,"إخفاء النون الساكنة والتنوين","","ٌ ف"
47,15,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
47,15,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
47,15,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
47,15,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
47,15,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
47,20,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
47,20,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
47,20,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ي"
47,21,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
47,21,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
47,21,"المد العارض للسكون","","مَّعْرُوفٌ ۚ"
47,34,"إخفاء النون الساكنة والتنوين","","ٌ ف"
47,36,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
48,1,"مد العوض","","نًا"
48,2,"مد العوض","","مًا"
48,4,"مد العوض","","مًا"
48,5,"مد العوض","","مًا"
48,6,"مد العوض","","رًا"
48,8,"مد العوض","","رًا"
48,9,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
48,10,"مد العوض","","مًا"
48,12,"مد العوض","","رًا"
48,13,"مد العوض","","رًا"
48,14,"مد العوض","","مًا"
48,15,"مد العوض","","لًا"
48,16,"مد العوض","","نًا"
48,16,"مد العوض","","مًا"
48,17,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
48,17,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
48,17,"مد العوض","","مًا"
48,18,"مد العوض","","بًا"
48,19,"إدغام النون الساكنة والتنوين - بغنة","","ً ي"
48,19,"مد العوض","","مًا"
48,20,"إخفاء النون الساكنة والتنوين","","ً ت"
48,20,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
48,20,"مد العوض","","مًا"
48,21,"مد العوض","","رًا"
48,22,"مد العوض","","رًا"
48,23,"مد العوض","","لًا"
48,25,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
48,25,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
48,25,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
48,26,"مد العوض","","مًا"
48,28,"مد العوض","","دًا"
48,29,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
48,29,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
48,29,"مد العوض","","نًا"
49,1,"المد العارض للسكون","","عَلِيمٌ"
49,3,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
49,5,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
49,5,"المد العارض للسكون","","رَّحِيمٌ"
49,8,"المد العارض للسكون","","حَكِيمٌ"
49,10,"إخفاء النون الساكنة والتنوين","","ٌ ف"
49,11,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
49,11,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
49,12,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
49,12,"المد العارض للسكون","","رَّحِيمٌ"
49,13,"المد العارض للسكون","","خَبِيرٌ"
49,14,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
49,16,"المد العارض للسكون","","عَلِيمٌ"
50,2,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
50,3,"المد العارض للسكون","","بَعِيدٌ"
50,3,"مد العوض","","بًا"
50,7,"إقلاب النون الساكنة والتنوين","","ٍ ب"
50,8,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
50,9,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
50,10,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ن"
50,10,"المد العارض للسكون","","نَّضِيدٌ"
50,11,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
50,11,"مد العوض","","تًا"
50,13,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
50,14,"إخفاء النون الساكنة والتنوين","","ٌ ك"
50,17,"المد العارض للسكون","","قَعِيدٌ"
50,18,"المد العارض للسكون","","عَتِيدٌ"
50,21,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
50,21,"المد العارض للسكون","","وَشَهِيدٌ"
50,22,"المد العارض للسكون","","حَدِيدٌ"
50,27,"إقلاب النون الساكنة والتنوين","","ٍ ب"
50,35,"المد العارض للسكون","","مَزِيدٌ"
50,37,"المد العارض للسكون","","شَهِيدٌ"
50,44,"المد العارض للسكون","","يَسِيرٌ"
50,44,"مد العوض","","عًا"
51,1,"مد العوض","","وًا"
51,2,"مد العوض","","رًا"
51,3,"مد العوض","","رًا"
51,19,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
51,20,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
51,23,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
51,25,"إخفاء النون الساكنة والتنوين","","ٌ ق"
51,25,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
51,25,"مد العوض","","مًا"
51,29,"المد العارض للسكون","","عَقِيمٌ"
51,33,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
51,37,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
51,39,"المد العارض للسكون","","مَجْنُونٌ"
51,40,"المد العارض للسكون","","مُلِيمٌ"
51,50,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
51,50,"المد العارض للسكون","","مُّبِينٌ"
51,51,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
51,51,"المد العارض للسكون","","مُّبِينٌ"
51,53,"إخفاء النون الساكنة والتنوين","","ٌ ط"
51,60,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
52,9,"مد العوض","","رًا"
52,10,"مد العوض","","رًا"
52,11,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ي"
52,21,"إقلاب النون الساكنة والتنوين","","ٍ ب"
52,21,"المد العارض للسكون","","رَهِينٌ"
52,23,"إخفاء النون الساكنة والتنوين","","ٌ ف"
52,23,"المد العارض للسكون","","تَأْثِيمٌ"
52,24,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
52,24,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
52,24,"المد العارض للسكون","","مَّكْنُونٌ"
52,30,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ن"
52,32,"إخفاء النون الساكنة والتنوين","","ٌ ط"
52,38,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ي"
52,42,"مد العوض","","دًا"
52,44,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
52,44,"المد العارض للسكون","","مَّرْكُومٌ"
53,4,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ي"
53,22,"إخفاء النون الساكنة والتنوين","","ٌ ض"
53,23,"إخفاء النون الساكنة والتنوين","","ٌ س"
53,28,"مد العوض","","ًٔا"
53,32,"إخفاء النون الساكنة والتنوين","","ٌ ف"
53,38,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
53,56,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
54,2,"إدغام النون الساكنة والتنوين - بغنة","","ً ي"
54,2,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
54,7,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
54,9,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
54,10,"إخفاء النون الساكنة والتنوين","","ٌ ف"
54,14,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
54,15,"إخفاء النون الساكنة والتنوين","","ً ف"
54,18,"إخفاء النون الساكنة والتنوين","","ٌ ف"
54,27,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
54,31,"إخفاء النون الساكنة والتنوين","","ً ف"
54,31,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
54,33,"إقلاب النون الساكنة والتنوين","","ٍ ب"
54,35,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
54,38,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
54,43,"إخفاء النون الساكنة والتنوين","","ٌ ف"
54,43,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
54,44,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
54,50,"إخفاء النون الساكنة والتنوين","","ٌ ك"
54,50,"إقلاب النون الساكنة والتنوين","","ٍ ب"
55,11,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
55,20,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
55,35,"إخفاء النون الساكنة والتنوين","","ٌ ف"
55,35,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
55,37,"إخفاء النون الساكنة والتنوين","","ً ك"
55,39,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
55,54,"إقلاب النون الساكنة والتنوين","","ٍ ب"
55,56,"إخفاء النون الساكنة والتنوين","","ٌ ق"
55,68,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
55,68,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
55,68,"المد العارض للسكون","","وَرُمَّانٌ"
55,70,"المد العارض للسكون","","حِسَانٌ"
55,72,"إخفاء النون الساكنة والتنوين","","ٌ ف"
55,72,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
55,74,"إخفاء النون الساكنة والتنوين","","ٌ ق"
56,3,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
56,4,"مد العوض","","ًّا"
56,5,"مد العوض","","ًّا"
56,6,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
56,6,"مد العوض","","ًّا"
56,13,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
56,14,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
56,17,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
56,22,"المد العارض للسكون","","عِينٌ"
56,26,"مد العوض","","مًا"
56,37,"مد العوض","","بًا"
56,39,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
56,40,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
56,73,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
56,76,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
56,77,"إخفاء النون الساكنة والتنوين","","ٌ ك"
56,77,"المد العارض للسكون","","كَرِيمٌ"
56,80,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
56,89,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
56,89,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
56,91,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
56,93,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
57,4,"المد العارض للسكون","","بَصِيرٌ"
57,7,"إخفاء النون الساكنة والتنوين","","ٌ ك"
57,7,"المد العارض للسكون","","كَبِيرٌ"
57,9,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
57,9,"إقلاب النون الساكنة والتنوين","","ٍ ب"
57,9,"المد العارض للسكون","","رَّحِيمٌ"
57,10,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
57,10,"المد العارض للسكون","","خَبِيرٌ"
57,11,"إخفاء النون الساكنة والتنوين","","ٌ ك"
57,11,"المد العارض للسكون","","كَرِيمٌ"
57,12,"إخفاء النون الساكنة والتنوين","","ٌ ت"
57,15,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
57,16,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
57,18,"إخفاء النون الساكنة والتنوين","","ٌ ك"
57,18,"المد العارض للسكون","","كَرِيمٌ"
57,20,"إخفاء النون الساكنة والتنوين","","ٌ ف"
57,20,"إخفاء النون الساكنة والتنوين","","ٌ ش"
57,20,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
57,20,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
57,20,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
57,20,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
57,20,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
57,20,"مد العوض","","مًا"
57,22,"المد العارض للسكون","","يَسِيرٌ"
57,25,"إخفاء النون الساكنة والتنوين","","ٌ ش"
57,25,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
57,25,"المد العارض للسكون","","عَزِيزٌ"
57,26,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
57,27,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
57,27,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
57,27,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
57,28,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
57,28,"المد العارض للسكون","","رَّحِيمٌ"
58,2,"المد العارض للسكون","","غَفُورٌ"
58,2,"مد العوض","","رًا"
58,3,"المد العارض للسكون","","خَبِيرٌ"
58,4,"مد العوض","","نًا"
58,5,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
58,5,"إقلاب النون الساكنة والتنوين","","ٍ ب"
58,5,"المد العارض للسكون","","مُّهِينٌ"
58,11,"المد العارض للسكون","","خَبِيرٌ"
58,12,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
58,12,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
58,16,"إخفاء النون الساكنة والتنوين","","ً ف"
58,16,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
58,16,"المد العارض للسكون","","مُّهِينٌ"
58,21,"المد العارض للسكون","","عَزِيزٌ"
59,6,"المد العارض للسكون","","قَدِيرٌ"
59,9,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
59,10,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
59,13,"إخفاء النون الساكنة والتنوين","","ً ف"
59,13,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
59,14,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
59,14,"المد العارض للسكون","","شَدِيدٌ ۚ"
59,15,"المد العارض للسكون","","أَلِيمٌ"
59,15,"مد العوض","","بًا"
59,16,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
59,18,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
60,2,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
60,3,"المد العارض للسكون","","بَصِيرٌ"
60,4,"إخفاء النون الساكنة والتنوين","","ٌ ف"
60,5,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
60,6,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
60,7,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
60,7,"المد العارض للسكون","","قَدِيرٌ ۚ"
60,7,"المد العارض للسكون","","رَّحِيمٌ"
60,10,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
60,10,"المد العارض للسكون","","حَكِيمٌ"
60,11,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
60,12,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
60,12,"المد العارض للسكون","","رَّحِيمٌ"
61,4,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
61,4,"المد العارض للسكون","","مَّرْصُوصٌ"
61,6,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
61,6,"المد العارض للسكون","","مُّبِينٌ"
61,11,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
61,12,"إخفاء النون الساكنة والتنوين","","ً ف"
61,13,"إخفاء النون الساكنة والتنوين","","ٌ ق"
61,13,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
61,13,"المد العارض للسكون","","قَرِيبٌ ۗ"
61,14,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
62,9,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
62,11,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
62,11,"مد العوض","","مًا"
63,2,"إخفاء النون الساكنة والتنوين","","ً ف"
63,4,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
64,2,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
64,5,"المد العارض للسكون","","أَلِيمٌ"
64,6,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ي"
64,6,"المد العارض للسكون","","حَمِيدٌ"
64,7,"المد العارض للسكون","","يَسِيرٌ"
64,8,"المد العارض للسكون","","خَبِيرٌ"
64,9,"مد العوض","","دًا"
64,11,"المد العارض للسكون","","عَلِيمٌ"
64,14,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
64,15,"المد العارض للسكون","","عَظِيمٌ"
65,1,"مد العوض","","رًا"
65,2,"مد العوض","","جًا"
65,3,"مد العوض","","رًا"
65,4,"مد العوض","","رًا"
65,7,"مد العوض","","رًا"
65,8,"مد العوض","","رًا"
65,10,"مد العوض","","دًا"
65,10,"مد العوض","","رًا"
65,11,"مد العوض","","دًا"
65,12,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
66,1,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
66,1,"المد العارض للسكون","","رَّحِيمٌ"
66,5,"مد العوض","","رًا"
66,6,"إخفاء النون الساكنة والتنوين","","ٌ ش"
66,6,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
66,8,"إدغام النون الساكنة والتنوين - بغنة","","ً ن"
66,8,"المد العارض للسكون","","قَدِيرٌ"
67,2,"مد العوض","","لًا"
67,3,"مد العوض","","قًا"
67,4,"المد العارض للسكون","","حَسِيرٌ"
67,8,"إخفاء النون الساكنة والتنوين","","ٌ س"
67,8,"المد العارض للسكون","","نَذِيرٌ"
67,9,"إخفاء النون الساكنة والتنوين","","ٌ ف"
67,12,"إخفاء النون الساكنة والتنوين","","ٌ ك"
67,12,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
67,12,"المد العارض للسكون","","كَبِيرٌ"
67,17,"مد العوض","","بًا"
67,19,"إقلاب النون الساكنة والتنوين","","ٍ ب"
67,20,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
